departement_code,id,bss_code,name,critical-water-level,drought-decrees-sou,drought-decrees-sup,dryness-agricultural,dryness-groundwater,dryness-groundwater-deep,dryness-meteo,dryness-resources,dryness-small-stream,dryness-stream-flow,heatwave-agricultural,heatwave-meteo,heatwave-resources,quality
1,2047,06512X0037/STREMY,Saint-Rémy - 06512X0037/STREMY,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,2358,06993X0087/F6,Piezometre - Station essence (St-Vulbas - BRGM 01),0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1422,06518X0026/P2,Forage - Enclos (Tossiat - BRGM 01),0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,26684,BSS004HNDZ/X,Tramoyes - BSS004HNDZ/X,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2048,06744X0025/PZ,Villars-les-Dombes - 06744X0025/PZ,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,2045,06742X0001/VILLEN,Forage - Geothermie (Villeneuve - BRGM 01),0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,18549,V126402401,Le Rhône à Anglefort [Entrant Chautagne],0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5210,V146431001,Le Furans à Arbignieu [Pont de Peyzieu],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5208,V142501001,Le Groin à Artemare [Cerveyrieu],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,18535,V101582401,La Valserine à Lancrans [Moulin de Métral],0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18536,V101582501,La Valserine à Lancrans [Le Viret],0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5207,V141401001,Le Séran à Belmont-Luthézieu [Bavosière],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5137,U344502001,Le Sevron à Bény,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5148,U423402001,La Veyle à Biziat [gourt des parties],0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,5144,U401402001,La Reyssouze à Bourg-en-Bresse [Majornas],0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,18587,V144002001,La dérivation de Belley à Brens - CNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18588,V144002002,La dérivation de Belley à Brens - DREAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18589,V144002003,La dérivation de Belley à Brens - Le Rhône à LA BALME,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18628,V251521001,L'Oignin à Brion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5147,U421601001,Le Vieux Jonc à Buellas [Corgenon],0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,18640,V292402001,L'Albarine à Chaley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5153,U440502001,La Chalaronne à Châtillon-sur-Chalaronne,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,5235,V281404001,Le Suran à Germagnat [Lasserra],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,15597,V281404002,Le Suran à Germagnat [Lasserra] - Ancienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18639,V281581201,Le Suran à Germagnat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18591,V145431001,Le Furans à Pugieu [Pont du Martinet] - Ancienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18592,V145431002,Le Furans à Pugieu [Pont du Martinet],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5241,V294201001,L'Ain à Chazey-sur-Ain,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,5185,V101503001,La Valserine à Chézery-Forens [Chézery],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,18534,V101502001,La Valserine à Chézery-Forens [Les Hirondelles],0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18539,V113000101,Le Rhône à Corbonod [Seyssel-CNR],0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18540,V113000102,Le Rhône à Corbonod [Seyssel-CNR],0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5136,U343434001,Le Solnan à Domsure,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,18625,V244403201,[La Source Bleue] à Dortan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5183,V041504001,L'Allondon à Échenevex [Naz-Dessous],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,18497,U400000101,La Reyssouze [Source] à Journans,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,18602,V163002001,Le Rhône à Lagnieu - CNR,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,18603,V163002002,Le Rhône à Lagnieu - DREAL Rhône Alpes,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,18604,V163002003,Le Rhône à Lagnieu - Le Rhône à SAULT-BRÉNAZ CNR,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5184,V101501001,La Valserine à Lélex [Niaizet],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5146,U420401001,La Veyle à Lent,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,18626,V251501001,L'Oignin à Maillat [Pontet] - Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18627,V251501002,L'Oignin à Maillat [Pontet],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5143,U401401001,La Reyssouze à Montagnat,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,5186,V101581001,La Semine à Châtillon-en-Michaille [Coz],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5244,V300561001,La Sereine à Montluel,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,5149,U423501001,Le Renon à Neuville-les-Dames,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,18637,V281402001,Le Suran à Neuville-sur-Ain [La Planche],0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,18638,V281581001,[résurgence] à Neuville-sur-Ain [Bourbou],0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,18645,V300911001,Le Longevent à Pérouges [Meximieux],0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5233,V271201001,L'Ain à Pont-d'Ain,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,5234,V281403001,Le Suran à Pont-d'Ain,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,15596,V281403002,Le Suran à Pont-d'Ain - Station intermédiaire Pont-SNCF,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,18532,V100001001,Le Rhône à Pougny - CNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18533,V100001002,Le Rhône à Pougny - DREAL Rhône Alpes,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,18531,V041541001,Le Lion à Prévessin-Moëns [Vesegnin],0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5242,V294521001,La Toison à Rignieux-le-Franc,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,5240,V293401001,L'Albarine à Saint-Denis-en-Bugey [Pont Saint Denis],0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,18494,U344641201,Le Sevron à Saint-Étienne-du-Bois [Pont du Chatelet],0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5182,V041501001,L'Allondon à Saint-Genis-Pouilly,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5187,V101582001,La Semine à Saint-Germain-de-Joux [Les Marionnettes],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,18498,U405401001,La Reyssouze à Saint-Julien-sur-Reyssouze,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5239,V292401001,L'Albarine à Saint-Rambert-en-Bugey,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,18636,V281401001,Le Suran à Simandre-sur-Suran,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18507,U470001001,La Saône à Trévoux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5135,U343432001,Le Solnan à Verjon [Village],0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,15588,U343432002,Le Solnan à Verjon [Village] - Source,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5152,U440501001,La Chalaronne à Villars-les-Dombes,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,18499,U423401001,La Veyle à Vonnas [Vonnas],0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3046,,WS 3046,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3043,,WS 3043,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3081,,WS 3081,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3014,,WS 3014,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3047,,WS 3047,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3080,,WS 3080,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3044,,WS 3044,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3015,,WS 3015,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3078,,WS 3078,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3082,,WS 3082,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3112,,WS 3112,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3045,,WS 3045,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,3079,,WS 3079,0,0,0,1,0,0,1,1,0,0,1,1,1,0
1,12600,U4405021,Le Bief de Vernisson à l'Abergement-Clémenciat,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,12502,V1264021,Le Verdet à Anglefort,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,12213,U4110001,La Loëse à Bagé-la-Ville,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,10719,U4405022,Le Moignans à Baneins,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,13174,V2934011,L'Albarine à Bettant,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,12019,U4310001,L'Avanon à Bey,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,13175,V2910001,L'Albarine à Champdor,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,10717,U4405023,La Chalaronne à la Chapelle-du-Chatelard,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,13179,U4405024,Le Relevant à Chatillon-sur-Chalaronne,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,13462,V1610001,Le Setrin à Conzieu,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,26596,V0415040,L'Allondon à Echenevex,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,13178,V3009111,Le Cotey à Faramans,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,11766,V2515211,Le Bief d'Alex à Groissiat,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,13176,V2500001,Le Borrey à Izenave,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,11850,V2712011,Le Riez à Jujurieux,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,10723,U3470001,La Sane-Vive à Lescheroux,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,13182,U4030001,Le Salençon à Malafretaz,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,13463,V1015821,La Sandézanne à Montanges,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,13181,U4235011,Le Renon Au Plantay,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,13180,V2700001,Le Veyron à Poncin,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,12520,U4110002,La Grande Loëze à Saint-André-de-Bage,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,10712,V2934012,Le Buizin à St-Denis-en-Bugey,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,10715,U4240001,Le Bief de l'Attaque à Saint-Didier-d'Aussiat,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,13172,U3446411,La Durlande à Saint-Etienne-du-Bois,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,13177,U4405025,La Glenne à Saint-Etienne-sur-Chalaronne,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,13171,V1610002,L'Agnin à ST Germain les Paroisses,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,13173,U4240002,Le Bief de la Fontaine de Fer à Saint-Jean-sur-Veyle,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,12702,U4216011,Le Bief de Croix à St Paul de Varax,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,12679,V2815811,Le Suran à Villereversure,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1314,01066X0133/S1,PIEZOMETRE DE ACY - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1248,01074X0006/S1,PIEZOMETRE DE AMIFONTAINE - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,7521,01306X0023/S1,PIEZOMETRE DE ARMENTIERES-SUR-OURCQ - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1340,00836X0007/P,PIEZOMETRE DE BARISIS-AUX-BOIS - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,589,01568X0101/S1,PIEZOMETRE DE BAULNE-EN-BRIE - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,560,00643X0031/P,PIEZOMETRE DE BEAUVOIS-EN-VERMANDOIS - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,509,00493X0061/S1,PIEZOMETRE DE BECQUIGNY - 02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,529,00493X0346/PZ1,PIEZOMETRE DE BECQUIGNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1278,00665X0016/S1,PIEZOMETRE DE BOIS-LES-PARGNY - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,521,00484X0018/S1,PIEZOMETRE DE BONY - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1020,01067X0362/BL7,PIEZOMETRE DE BUCY-LE-LONG -02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8231,01561X0092/P,Bussiares - 01561X0092/P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1332,00837X0027/F,PIEZOMETRE DE CESSIERES - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,593,01567X0083/S1,PIEZOMETRE DE COURBOIN - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1317,01561X0044/S1,PIEZOMETRE DE COURCHAMPS - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1273,00502X0003/S1,PIEZOMETRE DE ESQUEHERIES - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,522,00497X0018/S1,PIEZOMETRE DE ETAVES-ET-BOCQUIAUX - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2469,01308X0082/S1,PIEZOMETRE DE FERE-EN-TARDENOIS - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,523,00496X0019/S1,PIEZOMETRE DE FONSOMMES - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8062,00842X0016/F,Gizy - 00842X0016/F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1276,00843X0024/S1,PIEZOMETRE DE GOUDELANCOURT-LES-PIERREPONT - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8044,00842X0025/F,Grandlup-et-Fay - 00842X0025/F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2515,01562X0212/PZL2,Grisolles - 01562X0212/PZL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2113,00516X0059/S1,PIEZOMETRE DE HIRSON - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,564,00491X0013/P,PIEZOMETRE DE JONCOURT - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1279,00845X0036/S1,PIEZOMETRE DE LAON - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8223,01561X0122/P,Marigny-en-Orxois - 01561X0122/P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,552,00652X0007/F,PIEZOMETRE DE MESNIL-SAINT-LAURENT - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,8258,00512X0206/P,PIEZOMETRE DE MONDREPUIS - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,5655,01064X0054/P,PIEZOMETRE DE PARGNY-FILAIN - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1275,00654X0014/S1,PIEZOMETRE DE PARPEVILLE - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1271,00671X0052/S1,PIEZOMETRE DE PLOMION - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1283,00675X0019/S1,PIEZOMETRE DE RENNEVAL - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1366,00663X0124/F_2008,PIEZOMETRE DE ROUGERIES - 02,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1246,00847X0043/S1,PIEZOMETRE DE SAINT-ERME-OUTRE-ET-RAMECOURT - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1301,00842X0048/F.IRRI,SAMMOUSSY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1243,00855X0001/S1,PIEZOMETRE DE SELVE(LA) - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1303,00506X0007/P,Puits de Le Sourd,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,550,00651X0092/F,PIEZOMETRE DE URVILLERS - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1280,00501X0017/S1,PIEZOMETRE DE VENEROLLES,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1310,01293X0071/S1,PIEZOMETRE DE VILLERS-COTTERETS - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,568,00643X0015/P,PIEZOMETRE DE VILLERS-SAINT-CHRISTOPHE - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,5654,01293X0048/S1,PIEZOMETRE DE VIVIERES - 02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,16616,H143000201,Le ruisseau de Fayau à Aizelles - Hauteur du Fayau dans le camping du moulin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3932,H652353201,Le ru de Retz à Ambleny [Pont Cheminet],0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,16584,H001000301,Le Petit Gland à Any-Martin-Rieux - Hauteur du petit Gland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16818,H715321001,Le ruisseau des Barentons à Barenton-Bugny,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3906,H632101101,L'Aisne [partielle] à Berry-au-Bac,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,16804,H632101201,La rigole d'alimentation de Berry-au-Bac à Berry-au-Bac - Fermée,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16805,H632101202,La rigole d'alimentation de Berry-au-Bac à Berry-au-Bac - Fermée,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16806,H632101203,La rigole d'alimentation de Berry-au-Bac à Berry-au-Bac - Débitmètre,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3928,H643201001,La Vesle à Braine,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,16826,H732201001,L'Ailette à Chaillevois,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16819,H715322001,Le ruisseau des Barentons à Chambry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16822,H730201001,L'Ailette à Chamouille,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16590,H010002201,La Serre à Chaourse - hauteur de la Serre,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16499,F622000101,La Marne à Charly-sur-Marne - Barrage (amont),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16500,F622000102,La Marne à Charly-sur-Marne - Barrage (aval),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16811,H643201101,La Vesle à Chassemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16498,F620000201,La Marne à Château-Thierry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3944,H730202001,L'Ailette à Chavignon,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3886,H552201001,L'Ourcq à Chouy,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,16823,H730203001,L'Ailette à Colligis-Crandelain [Crandelain] - - Fermée,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3943,H720101001,L'Oise à Condren,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,16812,H652101001,L'Aisne à Cuffies [Vauxrot],0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16585,H002001101,L'Oise à Étréaupont - Hauteur de l'Oise a Etréaupont,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16586,H003000201,Le Ton à Étréaupont - hauteur du Ton à Etréaupont,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16589,H005000301,Le Noirrieu [ruisseau] à Étreux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3935,H704102501,L'Oise à Flavigny-le-Grand-et-Beaurain,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3941,H715301202,La Souche à Froidmont-Cohartille [RN2] - Froidmont Cohartille RN2 débitmétrique,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,15432,H715301203,La Souche à Froidmont-Cohartille [RN2] - Fermée,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16817,H715301001,La Souche à Froidmont-Cohartille - Fermée,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16587,H004000101,L'Oise à Guise - hauteur de l'Oise a Guise,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16594,H012000201,La Brune à Hary - Hauteur de la Brune,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3933,H702101001,L'Oise à Hirson,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3937,H705343001,L'Iron à Iron,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,16769,H550301001,La Savières à Longpont,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16595,H013000101,Le Vilpion à Marle - Hauteur du Vilpion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16768,H530202001,Le Surmelin à Mézy-Moulins,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,16815,H704101001,L'Oise à Monceau-sur-Oise,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3939,H710202001,La Serre à Montcornet,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,16591,H010002301,La Serre à Montigny-sous-Marle - Barrage de Montigny sous Marle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16496,F620000101,La Marne à Mont-Saint-Père - Barrage (amont),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16497,F620000102,La Marne à Mont-Saint-Père - Barrage (aval),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3940,H714201001,La Serre à Mortiers,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,8500,H005000101,Le Noirrieu à la Neuville-lès-Dorengt,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3936,H705311001,Le Morteau au Nouvion-en-Thiérache [Moulin Lointain],0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3942,H716201001,La Serre à Pont-à-Bucy,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3904,H631302001,La Suippe à Orainville,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3934,H703301001,Le Ton à Origny-en-Thiérache,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3938,H706101001,L'Oise à Origny-Sainte-Benoite,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,15431,H706101002,L'Oise à Origny-Sainte-Benoite - + rigole,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16807,H632102001,L'Aisne à Pontavert,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16588,H004000201,L'Oise à Proisy - barrage de Proisy,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16816,H710201001,La Serre à Rozoy-sur-Serre,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8478,F619000101,Le Surmelin à Saint-Eugène,0,0,0,0,0,0,0,0,0,1,0,0,0,0
